Index,True,Predicted
299,Fire_Disaster,Fire_Disaster
300,Fire_Disaster,Fire_Disaster
301,Fire_Disaster,Fire_Disaster
302,Fire_Disaster,Fire_Disaster
303,Fire_Disaster,Fire_Disaster
304,Fire_Disaster,Fire_Disaster
305,Fire_Disaster,Fire_Disaster
306,Fire_Disaster,Fire_Disaster
307,Fire_Disaster,Fire_Disaster
308,Fire_Disaster,Fire_Disaster
309,Fire_Disaster,Fire_Disaster
310,Fire_Disaster,Fire_Disaster
311,Fire_Disaster,Fire_Disaster
312,Fire_Disaster,Fire_Disaster
313,Fire_Disaster,Fire_Disaster
314,Fire_Disaster,Fire_Disaster
315,Fire_Disaster,Fire_Disaster
316,Fire_Disaster,Fire_Disaster
317,Fire_Disaster,Fire_Disaster
318,Fire_Disaster,Fire_Disaster
319,Fire_Disaster,Fire_Disaster
320,Fire_Disaster,Fire_Disaster
321,Fire_Disaster,Fire_Disaster
322,Fire_Disaster,Land_Disaster
323,Fire_Disaster,Fire_Disaster
324,Fire_Disaster,Fire_Disaster
325,Fire_Disaster,Fire_Disaster
326,Fire_Disaster,Fire_Disaster
327,Fire_Disaster,Fire_Disaster
328,Fire_Disaster,Land_Disaster
329,Fire_Disaster,Fire_Disaster
330,Fire_Disaster,Fire_Disaster
331,Fire_Disaster,Fire_Disaster
332,Fire_Disaster,Fire_Disaster
333,Fire_Disaster,Water_Disaster
334,Fire_Disaster,Fire_Disaster
335,Fire_Disaster,Fire_Disaster
336,Fire_Disaster,Fire_Disaster
337,Fire_Disaster,Fire_Disaster
338,Fire_Disaster,Fire_Disaster
339,Fire_Disaster,Fire_Disaster
340,Fire_Disaster,Fire_Disaster
341,Fire_Disaster,Fire_Disaster
342,Fire_Disaster,Fire_Disaster
343,Fire_Disaster,Fire_Disaster
344,Fire_Disaster,Fire_Disaster
345,Fire_Disaster,Fire_Disaster
346,Fire_Disaster,Fire_Disaster
347,Fire_Disaster,Fire_Disaster
348,Fire_Disaster,Fire_Disaster
349,Fire_Disaster,Fire_Disaster
350,Fire_Disaster,Fire_Disaster
351,Fire_Disaster,Fire_Disaster
352,Fire_Disaster,Fire_Disaster
353,Fire_Disaster,Fire_Disaster
354,Fire_Disaster,Fire_Disaster
355,Fire_Disaster,Fire_Disaster
356,Fire_Disaster,Fire_Disaster
357,Fire_Disaster,Fire_Disaster
358,Fire_Disaster,Fire_Disaster
359,Fire_Disaster,Fire_Disaster
360,Fire_Disaster,Fire_Disaster
361,Fire_Disaster,Fire_Disaster
362,Fire_Disaster,Fire_Disaster
363,Fire_Disaster,Fire_Disaster
364,Fire_Disaster,Fire_Disaster
365,Fire_Disaster,Fire_Disaster
366,Fire_Disaster,Fire_Disaster
367,Fire_Disaster,Fire_Disaster
368,Fire_Disaster,Fire_Disaster
369,Fire_Disaster,Fire_Disaster
370,Fire_Disaster,Fire_Disaster
371,Fire_Disaster,Fire_Disaster
372,Fire_Disaster,Fire_Disaster
373,Fire_Disaster,Fire_Disaster
374,Fire_Disaster,Fire_Disaster
375,Fire_Disaster,Fire_Disaster
376,Fire_Disaster,Fire_Disaster
377,Fire_Disaster,Fire_Disaster
378,Fire_Disaster,Fire_Disaster
379,Fire_Disaster,Fire_Disaster
380,Fire_Disaster,Fire_Disaster
381,Fire_Disaster,Fire_Disaster
382,Fire_Disaster,Fire_Disaster
383,Fire_Disaster,Land_Disaster
384,Fire_Disaster,Fire_Disaster
385,Fire_Disaster,Fire_Disaster
386,Fire_Disaster,Fire_Disaster
387,Fire_Disaster,Fire_Disaster
388,Fire_Disaster,Fire_Disaster
389,Fire_Disaster,Fire_Disaster
390,Fire_Disaster,Fire_Disaster
391,Fire_Disaster,Fire_Disaster
392,Fire_Disaster,Fire_Disaster
393,Fire_Disaster,Fire_Disaster
394,Fire_Disaster,Fire_Disaster
395,Fire_Disaster,Fire_Disaster
396,Fire_Disaster,Fire_Disaster
397,Fire_Disaster,Fire_Disaster
398,Fire_Disaster,Fire_Disaster
399,Fire_Disaster,Fire_Disaster
400,Fire_Disaster,Fire_Disaster
401,Fire_Disaster,Fire_Disaster
402,Fire_Disaster,Fire_Disaster
403,Fire_Disaster,Fire_Disaster
404,Fire_Disaster,Fire_Disaster
405,Fire_Disaster,Fire_Disaster
406,Fire_Disaster,Fire_Disaster
407,Fire_Disaster,Fire_Disaster
408,Fire_Disaster,Fire_Disaster
409,Fire_Disaster,Fire_Disaster
410,Fire_Disaster,Fire_Disaster
411,Fire_Disaster,Fire_Disaster
412,Fire_Disaster,Fire_Disaster
413,Fire_Disaster,Fire_Disaster
414,Fire_Disaster,Fire_Disaster
415,Fire_Disaster,Fire_Disaster
416,Fire_Disaster,Fire_Disaster
417,Fire_Disaster,Fire_Disaster
418,Fire_Disaster,Fire_Disaster
419,Fire_Disaster,Fire_Disaster
420,Fire_Disaster,Fire_Disaster
421,Fire_Disaster,Fire_Disaster
422,Fire_Disaster,Fire_Disaster
423,Fire_Disaster,Fire_Disaster
424,Fire_Disaster,Fire_Disaster
425,Fire_Disaster,Fire_Disaster
426,Fire_Disaster,Fire_Disaster
427,Fire_Disaster,Fire_Disaster
428,Fire_Disaster,Fire_Disaster
429,Fire_Disaster,Fire_Disaster
430,Fire_Disaster,Fire_Disaster
431,Fire_Disaster,Fire_Disaster
432,Fire_Disaster,Fire_Disaster
433,Fire_Disaster,Fire_Disaster
434,Fire_Disaster,Fire_Disaster
435,Fire_Disaster,Fire_Disaster
436,Fire_Disaster,Fire_Disaster
437,Fire_Disaster,Fire_Disaster
438,Fire_Disaster,Fire_Disaster
439,Fire_Disaster,Fire_Disaster
440,Fire_Disaster,Fire_Disaster
441,Fire_Disaster,Fire_Disaster
442,Fire_Disaster,Fire_Disaster
443,Fire_Disaster,Fire_Disaster
444,Fire_Disaster,Fire_Disaster
445,Fire_Disaster,Fire_Disaster
446,Fire_Disaster,Fire_Disaster
447,Fire_Disaster,Fire_Disaster
448,Fire_Disaster,Fire_Disaster
449,Fire_Disaster,Fire_Disaster
450,Fire_Disaster,Fire_Disaster
451,Fire_Disaster,Fire_Disaster
452,Fire_Disaster,Fire_Disaster
453,Fire_Disaster,Fire_Disaster
454,Fire_Disaster,Fire_Disaster
455,Fire_Disaster,Fire_Disaster
456,Fire_Disaster,Land_Disaster
457,Fire_Disaster,Fire_Disaster
458,Fire_Disaster,Fire_Disaster
459,Fire_Disaster,Fire_Disaster
460,Fire_Disaster,Fire_Disaster
461,Fire_Disaster,Land_Disaster
462,Fire_Disaster,Fire_Disaster
463,Fire_Disaster,Fire_Disaster
464,Fire_Disaster,Fire_Disaster
465,Fire_Disaster,Fire_Disaster
466,Fire_Disaster,Fire_Disaster
467,Fire_Disaster,Fire_Disaster
468,Fire_Disaster,Fire_Disaster
469,Fire_Disaster,Fire_Disaster
470,Fire_Disaster,Fire_Disaster
471,Fire_Disaster,Fire_Disaster
472,Fire_Disaster,Fire_Disaster
473,Fire_Disaster,Fire_Disaster
474,Fire_Disaster,Fire_Disaster
475,Fire_Disaster,Fire_Disaster
476,Fire_Disaster,Fire_Disaster
477,Fire_Disaster,Fire_Disaster
478,Fire_Disaster,Fire_Disaster
479,Fire_Disaster,Fire_Disaster
480,Fire_Disaster,Fire_Disaster
481,Fire_Disaster,Fire_Disaster
482,Fire_Disaster,Fire_Disaster
483,Fire_Disaster,Fire_Disaster
484,Fire_Disaster,Fire_Disaster
485,Fire_Disaster,Fire_Disaster
486,Fire_Disaster,Fire_Disaster
487,Fire_Disaster,Fire_Disaster
488,Fire_Disaster,Fire_Disaster
489,Fire_Disaster,Fire_Disaster
490,Fire_Disaster,Fire_Disaster
491,Fire_Disaster,Fire_Disaster
492,Fire_Disaster,Fire_Disaster
493,Fire_Disaster,Fire_Disaster
494,Fire_Disaster,Fire_Disaster
495,Fire_Disaster,Fire_Disaster
496,Fire_Disaster,Fire_Disaster
497,Fire_Disaster,Fire_Disaster
498,Fire_Disaster,Fire_Disaster
499,Fire_Disaster,Fire_Disaster
500,Fire_Disaster,Fire_Disaster
501,Fire_Disaster,Fire_Disaster
502,Fire_Disaster,Fire_Disaster
503,Fire_Disaster,Fire_Disaster
504,Fire_Disaster,Land_Disaster
505,Fire_Disaster,Fire_Disaster
506,Fire_Disaster,Fire_Disaster
507,Fire_Disaster,Fire_Disaster
508,Fire_Disaster,Fire_Disaster
509,Fire_Disaster,Fire_Disaster
510,Fire_Disaster,Fire_Disaster
511,Fire_Disaster,Fire_Disaster
512,Fire_Disaster,Fire_Disaster
513,Fire_Disaster,Fire_Disaster
514,Fire_Disaster,Fire_Disaster
515,Fire_Disaster,Fire_Disaster
516,Fire_Disaster,Fire_Disaster
517,Fire_Disaster,Fire_Disaster
518,Fire_Disaster,Land_Disaster
519,Fire_Disaster,Fire_Disaster
520,Fire_Disaster,Fire_Disaster
521,Fire_Disaster,Fire_Disaster
522,Fire_Disaster,Fire_Disaster
523,Fire_Disaster,Fire_Disaster
524,Fire_Disaster,Fire_Disaster
525,Fire_Disaster,Fire_Disaster
526,Fire_Disaster,Fire_Disaster
527,Fire_Disaster,Fire_Disaster
528,Fire_Disaster,Fire_Disaster
529,Fire_Disaster,Fire_Disaster
530,Fire_Disaster,Fire_Disaster
531,Fire_Disaster,Fire_Disaster
532,Fire_Disaster,Fire_Disaster
533,Fire_Disaster,Fire_Disaster
534,Fire_Disaster,Fire_Disaster
535,Fire_Disaster,Fire_Disaster
536,Fire_Disaster,Fire_Disaster
537,Fire_Disaster,Fire_Disaster
538,Fire_Disaster,Fire_Disaster
539,Fire_Disaster,Fire_Disaster
540,Fire_Disaster,Fire_Disaster
541,Fire_Disaster,Fire_Disaster
542,Fire_Disaster,Fire_Disaster
543,Fire_Disaster,Fire_Disaster
544,Fire_Disaster,Fire_Disaster
545,Fire_Disaster,Fire_Disaster
546,Fire_Disaster,Fire_Disaster
547,Fire_Disaster,Fire_Disaster
548,Fire_Disaster,Fire_Disaster
549,Fire_Disaster,Fire_Disaster
550,Fire_Disaster,Fire_Disaster
551,Fire_Disaster,Fire_Disaster
552,Fire_Disaster,Fire_Disaster
553,Fire_Disaster,Fire_Disaster
554,Fire_Disaster,Fire_Disaster
555,Fire_Disaster,Fire_Disaster
556,Fire_Disaster,Fire_Disaster
557,Fire_Disaster,Fire_Disaster
558,Fire_Disaster,Fire_Disaster
559,Fire_Disaster,Fire_Disaster
560,Fire_Disaster,Fire_Disaster
561,Fire_Disaster,Fire_Disaster
562,Fire_Disaster,Fire_Disaster
563,Fire_Disaster,Fire_Disaster
564,Fire_Disaster,Fire_Disaster
565,Fire_Disaster,Fire_Disaster
566,Fire_Disaster,Fire_Disaster
567,Fire_Disaster,Fire_Disaster
568,Fire_Disaster,Fire_Disaster
569,Fire_Disaster,Fire_Disaster
570,Fire_Disaster,Fire_Disaster
571,Fire_Disaster,Fire_Disaster
572,Fire_Disaster,Fire_Disaster
573,Fire_Disaster,Fire_Disaster
574,Fire_Disaster,Fire_Disaster
575,Fire_Disaster,Fire_Disaster
576,Fire_Disaster,Fire_Disaster
577,Fire_Disaster,Fire_Disaster
578,Fire_Disaster,Fire_Disaster
579,Fire_Disaster,Fire_Disaster
580,Fire_Disaster,Fire_Disaster
581,Fire_Disaster,Fire_Disaster
582,Fire_Disaster,Fire_Disaster
583,Fire_Disaster,Fire_Disaster
584,Fire_Disaster,Fire_Disaster
585,Fire_Disaster,Fire_Disaster
586,Fire_Disaster,Fire_Disaster
587,Fire_Disaster,Fire_Disaster
588,Fire_Disaster,Fire_Disaster
589,Fire_Disaster,Fire_Disaster
590,Fire_Disaster,Fire_Disaster
591,Fire_Disaster,Fire_Disaster
592,Fire_Disaster,Fire_Disaster
593,Fire_Disaster,Fire_Disaster
594,Fire_Disaster,Land_Disaster
595,Fire_Disaster,Fire_Disaster
596,Fire_Disaster,Fire_Disaster
597,Fire_Disaster,Fire_Disaster
598,Fire_Disaster,Fire_Disaster
599,Fire_Disaster,Fire_Disaster
600,Fire_Disaster,Fire_Disaster
601,Fire_Disaster,Fire_Disaster
602,Fire_Disaster,Fire_Disaster
603,Fire_Disaster,Fire_Disaster
604,Fire_Disaster,Fire_Disaster
605,Fire_Disaster,Fire_Disaster
606,Fire_Disaster,Fire_Disaster
607,Fire_Disaster,Fire_Disaster
608,Fire_Disaster,Fire_Disaster
609,Fire_Disaster,Fire_Disaster
610,Fire_Disaster,Fire_Disaster
611,Fire_Disaster,Fire_Disaster
612,Fire_Disaster,Fire_Disaster
613,Fire_Disaster,Fire_Disaster
614,Fire_Disaster,Land_Disaster
615,Fire_Disaster,Fire_Disaster
616,Fire_Disaster,Fire_Disaster
617,Fire_Disaster,Fire_Disaster
618,Fire_Disaster,Fire_Disaster
619,Fire_Disaster,Fire_Disaster
620,Fire_Disaster,Fire_Disaster
621,Fire_Disaster,Fire_Disaster
622,Fire_Disaster,Fire_Disaster
623,Fire_Disaster,Fire_Disaster
624,Fire_Disaster,Fire_Disaster
625,Fire_Disaster,Land_Disaster
626,Fire_Disaster,Fire_Disaster
627,Fire_Disaster,Fire_Disaster
628,Fire_Disaster,Fire_Disaster
629,Fire_Disaster,Fire_Disaster
630,Fire_Disaster,Fire_Disaster
631,Fire_Disaster,Fire_Disaster
632,Fire_Disaster,Fire_Disaster
633,Fire_Disaster,Fire_Disaster
634,Fire_Disaster,Fire_Disaster
635,Fire_Disaster,Fire_Disaster
636,Fire_Disaster,Fire_Disaster
637,Fire_Disaster,Fire_Disaster
638,Fire_Disaster,Fire_Disaster
639,Fire_Disaster,Fire_Disaster
640,Fire_Disaster,Fire_Disaster
641,Fire_Disaster,Fire_Disaster
642,Fire_Disaster,Fire_Disaster
643,Fire_Disaster,Fire_Disaster
644,Fire_Disaster,Fire_Disaster
645,Fire_Disaster,Fire_Disaster
646,Fire_Disaster,Fire_Disaster
647,Fire_Disaster,Fire_Disaster
648,Fire_Disaster,Fire_Disaster
649,Fire_Disaster,Fire_Disaster
650,Fire_Disaster,Fire_Disaster
651,Fire_Disaster,Fire_Disaster
652,Fire_Disaster,Fire_Disaster
653,Fire_Disaster,Fire_Disaster
654,Fire_Disaster,Fire_Disaster
655,Fire_Disaster,Fire_Disaster
656,Fire_Disaster,Fire_Disaster
657,Fire_Disaster,Fire_Disaster
658,Fire_Disaster,Fire_Disaster
659,Fire_Disaster,Fire_Disaster
660,Fire_Disaster,Land_Disaster
661,Fire_Disaster,Fire_Disaster
662,Fire_Disaster,Land_Disaster
663,Fire_Disaster,Fire_Disaster
664,Fire_Disaster,Fire_Disaster
665,Fire_Disaster,Fire_Disaster
666,Fire_Disaster,Fire_Disaster
667,Fire_Disaster,Fire_Disaster
668,Fire_Disaster,Fire_Disaster
669,Fire_Disaster,Fire_Disaster
670,Fire_Disaster,Fire_Disaster
671,Fire_Disaster,Fire_Disaster
672,Fire_Disaster,Fire_Disaster
673,Fire_Disaster,Fire_Disaster
674,Fire_Disaster,Fire_Disaster
675,Fire_Disaster,Fire_Disaster
676,Fire_Disaster,Fire_Disaster
677,Fire_Disaster,Fire_Disaster
678,Fire_Disaster,Fire_Disaster
679,Fire_Disaster,Fire_Disaster
680,Fire_Disaster,Fire_Disaster
681,Fire_Disaster,Water_Disaster
682,Fire_Disaster,Fire_Disaster
683,Fire_Disaster,Fire_Disaster
684,Fire_Disaster,Fire_Disaster
685,Fire_Disaster,Fire_Disaster
686,Fire_Disaster,Fire_Disaster
687,Fire_Disaster,Fire_Disaster
688,Fire_Disaster,Fire_Disaster
689,Fire_Disaster,Fire_Disaster
690,Fire_Disaster,Fire_Disaster
691,Fire_Disaster,Fire_Disaster
692,Fire_Disaster,Fire_Disaster
693,Fire_Disaster,Fire_Disaster
694,Fire_Disaster,Fire_Disaster
695,Fire_Disaster,Fire_Disaster
696,Fire_Disaster,Fire_Disaster
697,Fire_Disaster,Fire_Disaster
698,Fire_Disaster,Fire_Disaster
